230	60324877	255	60257429	3.759	20200801103429 
244	60322919	255	60263943	3.286	20200801103430 
215	60345392	255	60259386	4.788	20200801103431 
245	60316812	255	60257161	3.326	20200801103432 
245	60317083	255	60256222	3.394	20200801103433 
243	60323241	255	60255972	3.75	20200801103434 
222	60323241	255	60256777	3.705	20200801103435 
245	60330648	255	60256429	4.136	20200801103436 
244	60316561	255	60255963	3.379	20200801103437 
245	60323599	255	60256289	3.752	20200801103438 
246	60324375	255	60256227	3.799	20200801103439 
247	60316395	255	60256327	3.35	20200801103440 
246	60323825	255	60256510	3.752	20200801103441 
244	60323366	255	60256046	3.753	20200801103442 
244	60323366	255	60256764	3.713	20200801103443 
244	60316411	255	60256867	3.32	20200801103444 
246	60323817	255	60255372	3.816	20200801103445 
246	60316364	255	60256205	3.355	20200801103446 
247	60317615	255	60255771	3.449	20200801103447 
245	60332369	255	60255660	4.274	20200801103448 
244	60332146	255	60255386	4.277	20200801103449 
246	60317642	255	60255219	3.481	20200801103450 
246	60325022	255	60254447	3.934	20200801103451 
246	60326998	255	60254013	4.068	20200801103453 
245	60326285	255	60253745	4.044	20200801103454 
245	60324655	255	60254952	3.886	20200801103456 
244	60325046	255	60255311	3.887	20200801103457 
245	60333253	255	60254574	4.384	20200801103458 
244	60325113	255	60254072	3.96	20200801103459 
244	60345382	255	60255277	5.018	20200801103501 
243	60328146	255	60255668	4.039	20200801103502 
245	60325130	255	60254968	3.911	20200801103503 
245	60327959	255	60255237	4.053	20200801103504 
245	60317171	255	60255444	3.442	20200801103505 
244	60325017	255	60255895	3.853	20200801103506 
244	60317300	255	60255706	3.435	20200801103507 
221	60317300	255	60256428	3.394	20200801103508 
244	60324616	255	60256161	3.816	20200801103509 
245	60316764	255	60254910	3.449	20200801103510 
244	60322983	255	60256203	3.723	20200801103511 
247	60325551	255	60255582	3.9	20200801103512 
244	60324340	255	60255009	3.865	20200801103513 
242	60325027	255	60255693	3.865	20200801103514 
246	60325449	255	60254731	3.942	20200801103515 
246	60324962	255	60254143	3.948	20200801103516 
245	60324830	255	60254802	3.904	20200801103517 
245	60324859	255	60254618	3.916	20200801103518 
245	60323991	255	60254701	3.863	20200801103519 
245	60317150	255	60255922	3.414	20200801103520 
245	60316769	255	60255957	3.391	20200801103521 
245	60324479	255	60255834	3.826	20200801103522 
246	60324199	255	60255655	3.821	20200801103523 
246	60326064	255	60255366	3.941	20200801103524 
246	60326172	255	60253163	4.07	20200801103525 
247	60327466	255	60252997	4.151	20200801103526 
244	60333828	255	60252327	4.542	20200801103527 
244	60328607	255	60252743	4.229	20200801103528 
245	60326463	255	60253582	4.063	20200801103529 
245	60333219	255	60252885	4.477	20200801103530 
245	60326386	255	60254106	4.029	20200801103531 
243	60326151	255	60259764	3.7	20200801103532 
245	60325843	255	60253874	4.012	20200801103533 
245	60325876	255	60254082	4.002	20200801103534 
245	60324327	255	60261137	3.521	20200801103535 
245	60325099	255	56712338	244.077	20200801103536 
244	60323218	255	60255357	3.783	20200801103537 
247	60331805	255	60256253	4.21	20200801103538 
246	60324015	255	60256029	3.79	20200801103539 
244	60324932	255	60255972	3.844	20200801103540 
247	60324732	255	60255941	3.835	20200801103541 
245	60331170	255	60255130	4.237	20200801103542 
245	60325086	0	0	99	20200801103543 
245	60324652	255	60254742	3.897	20200801103544 
244	60332550	255	60255102	4.316	20200801103545 
244	60324379	255	60254835	3.877	20200801103546 
245	60332098	255	60255366	4.276	20200801103547 
244	60327120	255	60254780	4.032	20200801103548 
244	60345445	255	60255151	5.028	20200801103549 
243	60323563	255	58653335	101.106	20200801103550 
244	60315701	255	60256229	3.316	20200801103551 
244	60324900	255	60257160	3.776	20200801103552 
244	60322984	255	60256953	3.681	20200801103553 
245	60324990	255	60256150	3.837	20200801103554 
246	60324750	255	60254717	3.904	20200801103555 
246	60325057	255	60255364	3.885	20200801103556 
246	60324727	255	60255487	3.86	20200801103557 
245	60316891	255	60255911	3.4	20200801103558 
245	60323653	255	57728556	165.286	20200801103559 
244	60331465	255	60256337	4.186	20200801103600 
244	60325631	255	60255674	3.899	20200801103601 
247	60326257	0	0	99	20200801103602 
244	60331827	255	60261163	3.937	20200801103603 
244	60324508	255	60255979	3.82	20200801103604 
245	60324476	255	60255439	3.848	20200801103605 
246	60325101	255	60251921	4.08	20200801103606 
247	60324821	255	60254841	3.901	20200801103607 
231	60324821	255	60255495	3.864	20200801103608 
239	60317146	255	60255922	3.414	20200801103609 
244	60331448	255	60256684	4.166	20200801103610 
247	60325787	255	60256045	3.887	20200801103611 
245	60324980	255	60255623	3.866	20200801103612 
246	60325649	255	60251387	4.14	20200801103613 
245	60325238	255	60255075	3.911	20200801103614 
245	60325135	255	60255870	3.861	20200801103615 
244	60331836	255	60255111	4.275	20200801103616 
245	60316723	255	60255568	3.41	20200801103617 
246	60317528	255	60256344	3.412	20200801103618 
247	60325136	255	60255040	3.907	20200801103619 
246	60326289	255	60254363	4.009	20200801103620 
246	60325415	255	60253980	3.982	20200801103621 
245	60325580	255	60254519	3.961	20200801103622 
234	60325580	255	60254537	3.96	20200801103623 
244	60325433	255	60254924	3.93	20200801103624 
242	60333525	255	60261051	4.037	20200801103625 
243	60324431	255	60260170	3.581	20200801103626 
241	60327782	255	60255252	4.042	20200801103627 
247	60325630	255	60255435	3.913	20200801103628 
247	60325647	255	60255197	3.927	20200801103629 
244	60333267	255	60253842	4.426	20200801103630 
244	60333346	255	60254667	4.384	20200801103631 
245	60325711	255	60254176	3.988	20200801103632 
244	60333425	255	60260279	4.075	20200801103633 
242	60332650	255	60261154	3.983	20200801103634 
244	60328533	255	60278746	2.772	20200801103635 
244	60332960	255	60260991	4.009	20200801103636 
242	60324698	255	60255123	3.878	20200801103637 
227	60345525	255	60256196	4.974	20200801103638 
230	60345525	255	60256517	4.956	20200801103639 
236	60345525	255	60256077	4.981	20200801103640 
244	60324627	255	60256761	3.783	20200801103641 
227	60345858	241	60258946	4.839	20200801103642 
231	60326464	255	60257059	3.868	20200801103643 
219	60326464	255	60256720	3.887	20200801103644 
194	60326464	255	60257870	3.823	20200801103645 
229	60322947	255	60282258	2.265	20200801103646 
245	60323622	255	60282258	2.303	20200801103647 
245	60317299	255	60259393	3.228	20200801103648 
244	60326060	255	60256732	3.864	20200801103649 
243	60315181	255	60257544	3.214	20200801103650 
244	60322972	255	60258574	3.589	20200801103651 
247	60317153	255	60257231	3.341	20200801103652 
245	60326480	255	60256639	3.893	20200801103653 
246	60325260	255	60256789	3.816	20200801103654 
245	60328348	255	60261479	3.726	20200801103655 
246	60325209	255	60261275	3.563	20200801103656 
247	60325006	255	60255420	3.879	20200801103657 
245	60326400	255	60255805	3.935	20200801103658 
245	60331329	255	60256974	4.143	20200801103659 
243	60326424	255	60256850	3.878	20200801103700 
244	60331126	255	60256886	4.137	20200801103701 
243	60327617	255	60262350	3.636	20200801103702 
244	60331265	247	60258924	4.031	20200801103703 
237	60344460	255	60259633	4.723	20200801103704 
234	60344112	255	60257985	4.796	20200801103705 
244	60324311	0	0	99	20200801103706 
238	60324473	255	60258688	3.667	20200801103707 
243	60343040	255	60265176	4.334	20200801103708 
242	60322606	255	60259588	3.512	20200801103709 
245	60324767	0	0	99	20200801103710 
245	60325313	255	60255951	3.866	20200801103711 
246	60326108	255	60254697	3.981	20200801103712 
245	60327710	255	60254402	4.086	20200801103713 
246	60317007	255	60255631	3.423	20200801103714 
246	60324721	255	60255922	3.835	20200801103715 
244	60331167	255	60255602	4.211	20200801103716 
245	60331076	255	60256081	4.179	20200801103717 
195	60331076	255	60262549	3.817	20200801103718 
224	60331685	255	60262640	3.846	20200801103719 
226	60344589	255	60261873	4.605	20200801103720 
244	60323026	255	60257152	3.672	20200801103721 
245	60323428	255	60256653	3.722	20200801103722 
245	60323536	255	60256541	3.735	20200801103723 
245	60338204	255	60257021	4.522	20200801103724 
244	60331526	255	60252750	4.39	20200801103726 
244	60326185	240	60261565	3.601	20200801103727 
244	60330953	255	60259089	4.004	20200801103729 
242	60325256	255	60257143	3.796	20200801103730 
244	60322453	255	60259604	3.503	20200801103731 
225	60324702	255	60259572	3.63	20200801103732 
213	60344213	255	60264456	4.44	20200801103733 
234	60345674	206	60264456	4.521	20200801103734 
182	60345674	225	60264456	4.521	20200801103735 
209	60326291	254	60258773	3.763	20200801103736 
232	60345428	232	60258773	4.825	20200801103737 
242	60327195	224	60291303	1.997	20200801103738 
244	60331612	255	60259002	4.045	20200801103739 
242	60326140	255	60256663	3.872	20200801103740 
244	60326847	255	60257153	3.884	20200801103741 
246	60324486	255	60256611	3.783	20200801103742 
244	60324230	255	60256413	3.78	20200801103743 
244	60326905	255	60256595	3.919	20200801103744 
247	60331608	255	60256414	4.19	20200801103745 
246	60325695	255	60261709	3.566	20200801103746 
